region,issuer,card_name,image_asset_slug,official_source_page,source_scope,source_confidence,image_strategy,hotlink_policy,extraction_status,notes
IN,YES BANK,YES First Business Credit Card,yes-first-business-credit-card,https://applycc.yesbank.in/creditCardTemplates/yesFirstBusiness.html,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,YES First Preferred Credit Card,yes-first-preferred-credit-card,https://applycc.yesbank.in/creditCardTemplates/yesFirstPreffered.html,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,YES First Exclusive Credit Card,yes-first-exclusive-credit-card,https://applycc.yesbank.in/creditCardTemplates/creditCardTemplates/yesFirstExclusive.html,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,Wellness Credit Card,wellness-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,Wellness Plus Credit Card,wellness-plus-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,BYOC Credit Card,byoc-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,EMI Credit Card,emi-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,AI Inside Card,ai-inside-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,AI Inside RuPay Card,ai-inside-rupay-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,YES Private Credit Card,yes-private-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,YES BANK ANQ Phi Credit Card,yes-bank-anq-phi-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,YES BANK ANQ Pi Credit Card,yes-bank-anq-pi-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,YES BANK Finbooster Credit Card,yes-bank-finbooster-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,YES BANK Paisabazaar PaisaSave Credit Card,yes-bank-paisabazaar-paisasave-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,YES BANK POP-CLUB Credit Card,yes-bank-pop-club-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,Rio Credit Card,rio-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Kotak Mahindra Bank,Kotak White Credit Card,kotak-white-credit-card,https://www.kotak.com/en/personal-banking/cards/credit-cards/white-credit-card.html,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Kotak Mahindra Bank,PVR INOX Kotak Credit Card,pvr-inox-kotak-credit-card,https://www.kotak.com/en/personal-banking/cards/credit-cards/pvr-inox-kotak-credit-card.html,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Kotak Mahindra Bank,Kotak 811 Credit Card,kotak-811-credit-card,https://www.kotak.com/en/personal-banking/cards/credit-cards/kotak-811-credit-card.html,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Kotak Mahindra Bank,Kotak Mojo Platinum Credit Card,kotak-mojo-platinum-credit-card,https://www.kotak.com/en/personal-banking/cards/credit-cards/mojo-platinum-credit-card.html,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Kotak Mahindra Bank,Myntra Kotak Credit Card,myntra-kotak-credit-card,https://www.kotak.com/en/gsfc.html,official_fee_schedule,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Kotak Mahindra Bank,Royale Signature Credit Card,royale-signature-credit-card,https://www.kotak.com/en/gsfc.html,official_fee_schedule,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Kotak Mahindra Bank,Zen Signature Credit Card,zen-signature-credit-card,https://www.kotak.com/en/gsfc.html,official_fee_schedule,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Kotak Mahindra Bank,Kotak IndiGo Ka-ching 6E Rewards XL Credit Card,kotak-indigo-ka-ching-6e-rewards-xl-credit-card,https://www.kotak.com/en/gsfc.html,official_fee_schedule,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Kotak Mahindra Bank,Kotak IndiGo Ka-ching 6E Rewards Credit Card,kotak-indigo-ka-ching-6e-rewards-credit-card,https://www.kotak.com/en/gsfc.html,official_fee_schedule,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,IRCTC RBL Bank Credit Card,irctc-rbl-bank-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,IndianOil RBL Bank XTRA Credit Card,indianoil-rbl-bank-xtra-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,IndianOil RBL Bank Credit Card,indianoil-rbl-bank-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Icon Credit Card,icon-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,World Safari Credit Card,world-safari-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,RBL Bank QuickPay Credit Card,rbl-bank-quickpay-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,RBL Bank iGlobe Credit Card,rbl-bank-iglobe-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Platinum Maxima Plus Credit Card,platinum-maxima-plus-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Platinum Maxima Credit Card,platinum-maxima-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Platinum Delight Credit Card,platinum-delight-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Shoprite Credit Card,shoprite-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Cookies Credit Card,cookies-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,RBL Bank Play Credit Card,rbl-bank-play-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,RBL Bank SalarySe UP Credit Card,rbl-bank-salaryse-up-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,TVS Credit RBL Bank Gold Credit Card,tvs-credit-rbl-bank-gold-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,RBL Bank MoneyTap Credit Card,rbl-bank-moneytap-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,RBL Bank Paisabazaar Duet Credit Card,rbl-bank-paisabazaar-duet-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,RBL Bank Paisabazaar Duet Plus Credit Card,rbl-bank-paisabazaar-duet-plus-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Insignia Preferred Banking Card,insignia-preferred-banking-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Monthly Treats Credit Card,monthly-treats-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,RBL Bank Popcorn Credit Card,rbl-bank-popcorn-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,RBL Bank Movies and More Credit Card,rbl-bank-movies-and-more-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,RBL Bank Blockbuster Credit Card,rbl-bank-blockbuster-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Titanium Delight Credit Card,titanium-delight-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,RBL Bank Fun+ Credit Card,rbl-bank-fun-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,MoCash Credit Card,mocash-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Platinum LifeEasy Credit Card,platinum-lifeeasy-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Platinum Edge Credit Card,platinum-edge-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Platinum ShopDaily Credit Card,platinum-shopdaily-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,Platinum Plus Credit Card,platinum-plus-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,RBL Bank,World Prime Credit Card,world-prime-credit-card,https://www.rblbank.com/personal-banking/cards/credit-cards/world-prime-credit-card,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Chase Sapphire Reserve,chase-sapphire-reserve,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Chase Sapphire Preferred,chase-sapphire-preferred,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Chase Freedom Flex,chase-freedom-flex,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Chase Freedom Unlimited,chase-freedom-unlimited,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Slate Edge,slate-edge,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Prime Visa,prime-visa,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Amazon Visa,amazon-visa,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Prime Store Card,prime-store-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Southwest Rapid Rewards Priority Credit Card,southwest-rapid-rewards-priority-credit-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Southwest Rapid Rewards Premier Credit Card,southwest-rapid-rewards-premier-credit-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Southwest Rapid Rewards Plus Credit Card,southwest-rapid-rewards-plus-credit-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,United Explorer Card,united-explorer-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,United Gateway Card,united-gateway-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,United Quest Card,united-quest-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,United Club Card,united-club-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Marriott Bonvoy Boundless Card,marriott-bonvoy-boundless-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Marriott Bonvoy Bold Card,marriott-bonvoy-bold-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Marriott Bonvoy Bountiful Card,marriott-bonvoy-bountiful-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,IHG One Rewards Premier Credit Card,ihg-one-rewards-premier-credit-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,IHG One Rewards Traveler Credit Card,ihg-one-rewards-traveler-credit-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,World of Hyatt Credit Card,world-of-hyatt-credit-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,World of Hyatt Business Credit Card,world-of-hyatt-business-credit-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Aeroplan Credit Card,aeroplan-credit-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Disney Visa Card,disney-visa-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Disney Premier Visa Card,disney-premier-visa-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Ink Business Preferred Credit Card,ink-business-preferred-credit-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Ink Business Unlimited Credit Card,ink-business-unlimited-credit-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,Chase,Ink Business Cash Credit Card,ink-business-cash-credit-card,https://creditcards.chase.com/all-credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,American Express,The Platinum Card,the-platinum-card,https://www.americanexpress.com/us/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,American Express,American Express Gold Card,american-express-gold-card,https://www.americanexpress.com/us/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,American Express,American Express Green Card,american-express-green-card,https://www.americanexpress.com/us/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,American Express,American Express EveryDay Preferred Credit Card,american-express-everyday-preferred-credit-card,https://www.americanexpress.com/us/credit-cards/,official_portfolio_page,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,American Express,American Express EveryDay Credit Card,american-express-everyday-credit-card,https://www.americanexpress.com/us/credit-cards/,official_portfolio_page,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,American Express,Blue Cash Preferred Card,blue-cash-preferred-card,https://www.americanexpress.com/us/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,American Express,Blue Cash Everyday Card,blue-cash-everyday-card,https://www.americanexpress.com/us/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,American Express,Cash Magnet Card,cash-magnet-card,https://www.americanexpress.com/us/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,American Express,Hilton Honors American Express Card,hilton-honors-american-express-card,https://www.americanexpress.com/us/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
US,American Express,Hilton Honors American Express Surpass Card,hilton-honors-american-express-surpass-card,https://www.americanexpress.com/us/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
